_id,Quarter,HB,HBQF,HBName,HBNameQF,ADPName,ADPNameQF,ServiceType,ServiceTypeQF,SubstanceType,SubstanceTypeQF,Measure,Waited_1_week_or_less,Waited_more_than_1_week_but_within_2_weeks,Waited_more_than_2_week_but_within_3_weeks,Waited_more_than_3_week_but_within_4_weeks,Waited_more_than_4_week_but_within_8_weeks,Waited_more_than_8_week_but_within_12_weeks,Waited_more_than_12_week_but_within_26_weeks,Waited_more_than_26_week_but_within_52_weeks,Waited_more_than_52_week,LDP_standard_waited_3_weeks_or_less,LDP_standard_waited_more_than_3_weeks,Median_length_of_wait_days
485,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
486,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
487,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
488,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
489,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Co-dependency,"",Number,1,0,0,0,0,0,0,0,0,1,0,0
490,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Co-dependency,"",Number,1,0,0,0,0,0,0,0,0,1,0,0
491,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Drug,"",Number,62,27,4,3,1,0,0,0,0,93,4,6
492,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Drug,"",Number,62,27,4,3,1,0,0,0,0,93,4,6
493,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Drug,"",Number,70,31,9,3,1,0,0,0,0,110,4,6
494,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Drug,"",Number,70,31,9,3,1,0,0,0,0,110,4,6
495,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Drug,"",Number,74,24,9,1,0,0,0,0,0,107,1,4.5
496,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Drug,"",Number,74,24,9,1,0,0,0,0,0,107,1,4.5
497,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Drug,"",Number,87,23,14,4,1,1,0,0,0,124,6,6
498,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Drug,"",Number,87,23,14,4,1,1,0,0,0,124,6,6
499,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",All services,d,Drug,"",Number,91,21,4,1,1,0,0,0,0,116,2,4
500,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeen City ADP,"",Community-based service,"",Drug,"",Number,91,21,4,1,1,0,0,0,0,116,2,4
501,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Alcohol,"",Number,57,41,8,5,5,0,2,0,0,106,12,8
502,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Alcohol,"",Number,57,41,8,5,5,0,2,0,0,106,12,8
503,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
504,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Alcohol,"",Number,61,40,19,8,6,1,1,0,0,120,16,8
505,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Alcohol,"",Number,61,40,19,8,6,1,1,0,0,120,16,8
506,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
507,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Alcohol,"",Number,77,32,8,1,6,0,0,0,1,117,8,6
508,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Alcohol,"",Number,77,32,8,1,6,0,0,0,1,117,8,6
509,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
510,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Alcohol,"",Number,105,23,10,12,5,1,1,0,0,138,19,5
511,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Alcohol,"",Number,105,23,10,11,5,1,1,0,0,138,18,5
512,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,1,0,0,0,0,0,0,1,26
513,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Alcohol,"",Number,92,30,14,4,2,0,0,0,0,136,6,5.5
514,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Alcohol,"",Number,92,30,14,4,2,0,0,0,0,136,6,5.5
515,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
516,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,All,d,Number,154,85,24,11,9,2,5,0,0,263,27,7
517,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",All,d,Number,152,85,24,11,9,2,5,0,0,261,27,7
518,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",All,d,Number,2,0,0,0,0,0,0,0,0,2,0,0
519,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,All,d,Number,167,77,36,12,16,2,6,1,1,280,38,7
520,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",All,d,Number,164,77,36,12,16,2,6,1,1,277,38,7
521,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",All,d,Number,3,0,0,0,0,0,0,0,0,3,0,0
522,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,All,d,Number,196,68,16,3,10,0,0,0,1,280,14,5
523,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",All,d,Number,195,68,16,3,10,0,0,0,1,279,14,5
524,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",All,d,Number,1,0,0,0,0,0,0,0,0,1,0,1
525,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,All,d,Number,227,40,23,14,12,2,2,0,0,290,30,4
526,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",All,d,Number,215,40,23,13,12,2,2,0,0,278,29,4
527,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",All,d,Number,12,0,0,1,0,0,0,0,0,12,1,0
528,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,All,d,Number,194,48,20,7,7,0,1,0,0,262,15,4
529,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",All,d,Number,194,46,20,7,7,0,1,0,0,260,15,4
530,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",All,d,Number,0,2,0,0,0,0,0,0,0,2,0,8
531,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Co-dependency,"",Number,14,10,1,2,2,0,1,0,0,25,5,8
532,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Co-dependency,"",Number,14,10,1,2,2,0,1,0,0,25,5,8
533,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
534,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Co-dependency,"",Number,18,7,2,1,1,0,0,0,0,27,2,7
535,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Co-dependency,"",Number,18,7,2,1,1,0,0,0,0,27,2,7
536,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
537,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Co-dependency,"",Number,21,11,1,1,0,0,0,0,0,33,1,6
538,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Co-dependency,"",Number,21,11,1,1,0,0,0,0,0,33,1,6
539,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
540,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Co-dependency,"",Number,21,3,2,0,0,1,0,0,0,26,1,1
541,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Co-dependency,"",Number,12,3,2,0,0,1,0,0,0,17,1,2.5
542,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Co-dependency,"",Number,9,0,0,0,0,0,0,0,0,9,0,0
543,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Co-dependency,"",Number,23,3,1,1,2,0,0,0,0,27,3,3
544,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Co-dependency,"",Number,23,3,1,1,2,0,0,0,0,27,3,3
545,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
546,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Drug,"",Number,83,34,15,4,2,2,2,0,0,132,10,6
547,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Drug,"",Number,81,34,15,4,2,2,2,0,0,130,10,6.5
548,Q2 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Drug,"",Number,2,0,0,0,0,0,0,0,0,2,0,0
549,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Drug,"",Number,88,30,15,3,9,1,5,1,1,133,20,6
550,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Drug,"",Number,85,30,15,3,9,1,5,1,1,130,20,6
551,Q3 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Drug,"",Number,3,0,0,0,0,0,0,0,0,3,0,0
552,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Drug,"",Number,98,25,7,1,4,0,0,0,0,130,5,3
553,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Drug,"",Number,97,25,7,1,4,0,0,0,0,129,5,3
554,Q4 2022/2023,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Drug,"",Number,1,0,0,0,0,0,0,0,0,1,0,1
555,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Drug,"",Number,101,14,11,2,7,0,1,0,0,126,10,2
556,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Drug,"",Number,98,14,11,2,7,0,1,0,0,123,10,2
557,Q1 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Drug,"",Number,3,0,0,0,0,0,0,0,0,3,0,0
558,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",All services,d,Drug,"",Number,79,15,5,2,3,0,1,0,0,99,6,2
559,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Community-based service,"",Drug,"",Number,79,13,5,2,3,0,1,0,0,97,6,2
560,Q2 2023/2024,S08000020,"",NHS Grampian,"",Aberdeenshire ADP,"",Prison-based service,"",Drug,"",Number,0,2,0,0,0,0,0,0,0,2,0,8
561,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Alcohol,"",Number,59,10,3,5,1,0,0,0,0,72,6,5
562,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Alcohol,"",Number,59,10,3,5,1,0,0,0,0,72,6,5
563,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Alcohol,"",Number,55,13,8,1,0,0,0,0,0,76,1,4
564,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Alcohol,"",Number,55,13,8,1,0,0,0,0,0,76,1,4
565,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Alcohol,"",Number,66,15,1,1,3,0,0,0,0,82,4,3
566,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Alcohol,"",Number,66,15,1,1,3,0,0,0,0,82,4,3
567,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Alcohol,"",Number,64,12,0,0,1,1,0,0,0,76,2,3
568,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Alcohol,"",Number,64,12,0,0,1,1,0,0,0,76,2,3
569,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Alcohol,"",Number,51,10,4,0,2,0,0,0,0,65,2,4
570,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Alcohol,"",Number,51,10,4,0,2,0,0,0,0,65,2,4
571,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,All,d,Number,105,15,3,5,1,0,0,0,0,123,6,5
572,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",All,d,Number,105,15,3,5,1,0,0,0,0,123,6,5
573,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,All,d,Number,98,19,11,1,0,0,0,0,0,128,1,4
574,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",All,d,Number,98,19,11,1,0,0,0,0,0,128,1,4
575,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,All,d,Number,114,21,2,1,3,1,0,0,0,137,5,3
576,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",All,d,Number,114,21,2,1,3,1,0,0,0,137,5,3
577,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,All,d,Number,118,16,2,1,1,1,0,0,0,136,3,3
578,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",All,d,Number,118,16,2,1,1,1,0,0,0,136,3,3
579,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,All,d,Number,84,19,5,0,2,0,0,0,0,108,2,4
580,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",All,d,Number,84,19,5,0,2,0,0,0,0,108,2,4
581,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Co-dependency,"",Number,20,1,0,0,0,0,0,0,0,21,0,5
582,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Co-dependency,"",Number,20,1,0,0,0,0,0,0,0,21,0,5
583,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Co-dependency,"",Number,10,1,0,0,0,0,0,0,0,11,0,2
584,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Co-dependency,"",Number,10,1,0,0,0,0,0,0,0,11,0,2
585,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Co-dependency,"",Number,17,5,0,0,0,0,0,0,0,22,0,3
586,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Co-dependency,"",Number,17,5,0,0,0,0,0,0,0,22,0,3
587,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Co-dependency,"",Number,11,2,1,1,0,0,0,0,0,14,1,3
588,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Co-dependency,"",Number,11,2,1,1,0,0,0,0,0,14,1,3
589,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Co-dependency,"",Number,15,0,0,0,0,0,0,0,0,15,0,2
590,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Co-dependency,"",Number,15,0,0,0,0,0,0,0,0,15,0,2
591,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Drug,"",Number,26,4,0,0,0,0,0,0,0,30,0,2
592,Q2 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Drug,"",Number,26,4,0,0,0,0,0,0,0,30,0,2
593,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Drug,"",Number,33,5,3,0,0,0,0,0,0,41,0,3
594,Q3 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Drug,"",Number,33,5,3,0,0,0,0,0,0,41,0,3
595,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Drug,"",Number,31,1,1,0,0,1,0,0,0,33,1,3
596,Q4 2022/2023,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Drug,"",Number,31,1,1,0,0,1,0,0,0,33,1,3
597,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Drug,"",Number,43,2,1,0,0,0,0,0,0,46,0,2
598,Q1 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Drug,"",Number,43,2,1,0,0,0,0,0,0,46,0,2
599,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",All services,d,Drug,"",Number,18,9,1,0,0,0,0,0,0,28,0,5.5
600,Q2 2023/2024,S08000020,"",NHS Grampian,"",Moray ADP,"",Community-based service,"",Drug,"",Number,18,9,1,0,0,0,0,0,0,28,0,5.5
601,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Alcohol,"",Number,558,166,73,14,18,4,1,1,0,797,38,5
602,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Alcohol,"",Number,558,166,73,14,18,4,1,1,0,797,38,5
603,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
604,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Alcohol,"",Number,489,161,50,17,21,4,2,0,0,700,44,4
605,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Alcohol,"",Number,489,161,50,17,21,4,2,0,0,700,44,4
606,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
607,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Alcohol,"",Number,499,130,76,30,23,6,1,0,1,705,61,4
608,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Alcohol,"",Number,499,130,76,30,23,6,1,0,1,705,61,4
609,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
610,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Alcohol,"",Number,582,166,86,13,5,2,0,0,0,834,20,4
611,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Alcohol,"",Number,582,165,86,13,5,2,0,0,0,833,20,4
612,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Alcohol,"",Number,0,1,0,0,0,0,0,0,0,1,0,13
613,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Alcohol,"",Number,483,153,88,17,17,2,0,0,0,724,36,5
614,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Alcohol,"",Number,483,153,88,17,17,2,0,0,0,724,36,5
615,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Alcohol,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
616,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,All,d,Number,1035,254,97,23,36,5,1,1,0,1386,66,4
617,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",All,d,Number,1025,252,97,23,36,5,1,1,0,1374,66,4
618,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",All,d,Number,10,2,0,0,0,0,0,0,0,12,0,0
619,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,All,d,Number,1042,258,80,29,38,8,3,0,0,1380,78,3
620,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",All,d,Number,1033,257,79,29,37,8,2,0,0,1369,76,3
621,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",All,d,Number,9,1,1,0,1,0,1,0,0,11,2,0
622,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,All,d,Number,1035,227,119,43,39,7,1,0,1,1381,91,3
623,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",All,d,Number,1020,227,118,42,39,7,1,0,1,1365,90,3
624,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",All,d,Number,15,0,1,1,0,0,0,0,0,16,1,0
625,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,All,d,Number,1150,288,121,24,15,3,0,0,0,1559,42,3
626,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",All,d,Number,1138,286,121,23,15,3,0,0,0,1545,41,3
627,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",All,d,Number,12,2,0,1,0,0,0,0,0,14,1,0
628,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,All,d,Number,1010,284,120,28,32,5,1,0,0,1414,66,4
629,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",All,d,Number,989,284,120,28,32,5,1,0,0,1393,66,4
630,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",All,d,Number,21,0,0,0,0,0,0,0,0,21,0,0
631,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Co-dependency,"",Number,112,14,7,3,7,0,0,0,0,133,10,3
632,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Co-dependency,"",Number,109,13,7,3,7,0,0,0,0,129,10,3
633,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Co-dependency,"",Number,3,1,0,0,0,0,0,0,0,4,0,0
634,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Co-dependency,"",Number,111,21,5,2,8,2,0,0,0,137,12,2
635,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Co-dependency,"",Number,111,21,5,2,8,2,0,0,0,137,12,2
636,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
637,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Co-dependency,"",Number,127,30,12,7,9,0,0,0,0,169,16,3
638,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Co-dependency,"",Number,125,30,12,7,9,0,0,0,0,167,16,3
639,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Co-dependency,"",Number,2,0,0,0,0,0,0,0,0,2,0,0
640,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Co-dependency,"",Number,123,44,12,2,3,1,0,0,0,179,6,5
641,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Co-dependency,"",Number,122,43,12,1,3,1,0,0,0,177,5,5
642,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Co-dependency,"",Number,1,1,0,1,0,0,0,0,0,2,1,13
643,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",All services,d,Co-dependency,"",Number,135,44,10,3,7,3,0,0,0,189,13,4.5
644,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Community-based service,"",Co-dependency,"",Number,135,44,10,3,7,3,0,0,0,189,13,4.5
645,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",City of Glasgow ADP,"",Prison-based service,"",Co-dependency,"",Number,0,0,0,0,0,0,0,0,0,0,0,0
